Question Number,Subject,Chapter,Image Path
371,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_361.png
372,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_363.png
373,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_364.png
374,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_365.png
375,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_366.png
376,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_367.png
383,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_377.png
384,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_378.png
385,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_379.png
386,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_380.png
387,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_381.png
392,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_388.png
393,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_389.png
394,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_390.png
401,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_395.png
402,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_396.png
403,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_397.png
404,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_398.png
405,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_399.png
410,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_406.png
411,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_407.png
412,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_408.png
415,Physics,Magnetic Effect of Current,../Screenshots/Physics/Magnetic Effect of Current\question_413.png
12,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_1.png
13,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_2.png
14,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_3.png
15,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_4.png
16,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_5.png
17,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_6.png
18,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_8.png
19,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_9.png
20,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_10.png
31,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_21.png
32,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_22.png
33,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_23.png
34,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_26.png
38,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_35.png
39,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_36.png
37,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_37.png
50,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_40.png
51,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_41.png
52,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_42.png
53,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_43.png
54,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_44.png
62,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_55.png
63,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_56.png
64,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_57.png
65,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_58.png
66,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_59.png
67,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_60.png
73,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_68.png
74,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_69.png
75,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_70.png
76,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_71.png
85,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_77.png
86,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_78.png
87,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_80.png
88,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_81.png
89,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_82.png
90,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_83.png
99,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_91.png
100,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_92.png
101,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_93.png
102,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_94.png
103,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_95.png
104,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_96.png
105,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_97.png
113,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_106.png
114,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_107.png
115,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_108.png
116,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_109.png
117,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_110.png
118,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_111.png
125,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_119.png
126,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_120.png
127,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_121.png
128,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_122.png
129,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_123.png
134,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_130.png
135,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_131.png
136,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_132.png
145,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_137.png
146,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_138.png
147,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_139.png
148,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_140.png
149,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_141.png
150,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_142.png
151,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_143.png
162,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_152.png
163,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_153.png
164,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_154.png
165,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_157.png
166,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_158.png
167,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_159.png
168,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_160.png
174,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_169.png
175,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_170.png
176,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_171.png
177,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_172.png
184,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_178.png
185,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_179.png
186,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_180.png
187,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_181.png
188,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_182.png
193,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_189.png
194,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_190.png
195,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_191.png
204,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_196.png
205,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_197.png
206,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_198.png
207,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_199.png
208,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_200.png
209,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_201.png
210,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_202.png
220,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_211.png
221,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_212.png
222,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_213.png
223,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_216.png
224,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_217.png
225,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_218.png
230,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_226.png
231,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_227.png
232,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_228.png
236,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_233.png
237,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_234.png
242,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_238.png
243,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_239.png
244,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_240.png
253,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_245.png
254,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_247.png
255,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_248.png
256,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_251.png
262,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_257.png
263,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_258.png
264,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_259.png
265,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_260.png
274,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_266.png
275,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_267.png
276,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_268.png
277,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_269.png
278,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_270.png
279,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_271.png
280,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_272.png
284,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_281.png
285,Physics,Modern Physics 2,../Screenshots/Physics/Modern Physics 2\question_282.png
6,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_1.png
7,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_2.png
8,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_4.png
13,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_9.png
14,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_10.png
18,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_16.png
25,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_19.png
26,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_20.png
27,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_23.png
31,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_29.png
39,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_32.png
40,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_33.png
41,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_34.png
42,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_35.png
43,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_36.png
44,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_37.png
49,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_45.png
50,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_46.png
51,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_47.png
62,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_52.png
63,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_58.png
69,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_64.png
70,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_65.png
71,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_66.png
72,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_67.png
85,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_73.png
86,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_75.png
87,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_79.png
88,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_80.png
89,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_81.png
92,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_90.png
91,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_91.png
97,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_93.png
98,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_95.png
110,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_99.png
111,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_100.png
112,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_101.png
116,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_114.png
122,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_117.png
123,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_120.png
132,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_124.png
133,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_125.png
134,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_126.png
135,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_127.png
136,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_128.png
137,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_130.png
152,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_150.png
156,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_153.png
157,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_154.png
160,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_158.png
164,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_162.png
170,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_165.png
171,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_166.png
172,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_167.png
173,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_168.png
185,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_178.png
186,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_179.png
187,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_181.png
188,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_182.png
189,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_183.png
193,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_190.png
194,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_191.png
199,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_195.png
204,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_202.png
211,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_205.png
212,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_206.png
213,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_207.png
214,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_208.png
215,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_209.png
219,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_216.png
220,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_217.png
223,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_221.png
227,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_224.png
228,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_225.png
232,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_229.png
233,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_230.png
237,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_234.png
238,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_235.png
242,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_239.png
243,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_240.png
249,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_244.png
250,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_247.png
253,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_251.png
257,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_254.png
258,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_255.png
262,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_259.png
263,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_260.png
267,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_264.png
268,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_265.png
274,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_269.png
275,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_270.png
276,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_271.png
277,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_272.png
281,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_278.png
282,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_279.png
287,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_283.png
288,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_284.png
289,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_285.png
295,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_290.png
296,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_291.png
297,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_292.png
298,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_293.png
304,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_299.png
305,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_300.png
306,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_301.png
307,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_302.png
313,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_308.png
314,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_309.png
315,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_310.png
319,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_316.png
320,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_317.png
328,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_321.png
333,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_329.png
334,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_330.png
341,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_337.png
342,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_338.png
343,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_339.png
350,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_344.png
351,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_345.png
352,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_346.png
353,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_347.png
356,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_354.png
362,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_357.png
363,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_360.png
369,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_364.png
372,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_370.png
376,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_373.png
377,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_374.png
382,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_378.png
383,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_379.png
384,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_380.png
391,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_385.png
392,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_386.png
393,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_387.png
394,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_388.png
395,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_389.png
400,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_396.png
401,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_397.png
402,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_398.png
407,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_403.png
408,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_404.png
413,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_409.png
414,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_410.png
415,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_411.png
420,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_416.png
421,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_417.png
422,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_418.png
425,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_423.png
429,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_427.png
432,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_430.png
438,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_433.png
439,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_436.png
443,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_440.png
444,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_441.png
448,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_445.png
449,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_446.png
456,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_450.png
457,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_453.png
458,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_454.png
461,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_459.png
465,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_462.png
466,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_463.png
471,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_467.png
472,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_468.png
473,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_469.png
478,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_474.png
479,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_475.png
480,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_476.png
481,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_481.png
486,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_482.png
487,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_483.png
488,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_484.png
492,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_489.png
493,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_490.png
499,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_494.png
500,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_496.png
501,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_497.png
505,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_503.png
509,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_506.png
513,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_510.png
514,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_511.png
517,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_515.png
524,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_518.png
525,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_519.png
526,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_521.png
532,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_527.png
533,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_528.png
534,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_530.png
542,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_539.png
543,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_540.png
549,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_545.png
550,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_546.png
